Envi,Formula,rho,p,Group
WSOCbb,C22H35NO11,0.742,0,Beijing
WSOCbb,C22H35NO11S,0.742,0,Beijing
WSOCbb,C22H35NO12,0.742,0,Beijing
WSOCbb,C22H35NO12S,0.742,0,Beijing
WSOCbb,C22H35NO4,0.742,0,Beijing
WSOCbb,C22H35NO4S,0.742,0,Beijing
WSOCbb,C22H35NO5,0.742,0,Beijing
WSOCbb,C22H35NO5S,0.742,0,Beijing
WSOCbb,C22H35NO6,-0.329,0.0877,Beijing
WSOCbb,C22H35NO6S,-0.329,0.0877,Beijing
WSOCbb,C22H35NO7,-0.52,0.0045,Beijing
WSOCbb,C22H35NO7S,-0.52,0.0045,Beijing
WSOCbb,C22H35NO8,0.098,0.621,Beijing
WSOCbb,C22H35NO8S,0.533,0.0035,Beijing
WSOCbb,C22H35NO9,0.533,0.0035,Beijing
WSOCbb,C22H35NO9S,0.731,0,Beijing
WSOCbb,C22H36N2O12,0.731,0,Beijing
WSOCbb,C22H36N2O12S,0.731,0,Beijing
WSOCbb,C22H36N2O13,0.731,0,Beijing
WSOCbb,C22H36O10,0.088,0.6558,Beijing
WSOCbb,C22H36O10S,0.669,1.00E-04,Beijing
WSOCbb,C22H36O11,0.669,1.00E-04,Beijing
WSOCbb,C22H36O11S,0.512,0.0053,Beijing
WSOCbb,C22H36O12S,0.512,0.0053,Beijing
WSOCbb,C22H36O4,-0.84,0,Beijing
WSOCbb,C22H36O5,-0.84,0,Beijing
WSOCbb,C22H36O5S,0.249,0.201,Beijing
WSOCbb,C22H36O6S,0.343,0.0739,Beijing
WSOCbb,C22H36O7,-0.462,0.0133,Beijing
WSOCbb,C22H36O7S,0.642,2.00E-04,Beijing
WSOCbb,C22H36O8S,0.645,2.00E-04,Beijing
WSOCbb,C22H36O9,-0.143,0.4683,Beijing
WSOCbb,C22H36O9S,0.367,0.0545,Beijing
WSOCbb,C22H37NO10,0.367,0.0545,Beijing
WSOCbb,C22H37NO10S,0.744,0,Beijing
WSOCbb,C22H37NO11,0.744,0,Beijing
WSOCbb,C22H37NO11S,0.523,0.0043,Beijing
WSOCbb,C22H37NO12S,0.523,0.0043,Beijing
WSOCbb,C22H37NO5S,0.523,0.0043,Beijing
WSOCbb,C22H37NO6,0.112,0.5721,Beijing
WSOCbb,C22H37NO6S,0.112,0.5721,Beijing
WSOCbb,C22H37NO7,0.019,0.9218,Beijing
WSOCbb,C22H37NO7S,0.019,0.9218,Beijing
WSOCbb,C22H37NO8,0.019,0.9218,Beijing
WSOCbb,C22H37NO8S,0.694,0,Beijing
WSOCbb,C22H37NO9,0.694,0,Beijing
WSOCbb,C22H37NO9S,0.673,1.00E-04,Beijing
WSOCbb,C22H38N2O12S,0.673,1.00E-04,Beijing
WSOCbb,C22H38O10,0.673,1.00E-04,Beijing
WSOCbb,C22H38O10S,0.818,0,Beijing
WSOCbb,C22H38O11S,0.673,1.00E-04,Beijing
WSOCbb,C22H38O12,0.673,1.00E-04,Beijing
WSOCbb,C22H38O12S,0.673,1.00E-04,Beijing
WSOCbb,C22H38O4,0.673,1.00E-04,Beijing
WSOCbb,C22H38O5S,0.053,0.7885,Beijing
WSOCbb,C22H38O6,0.053,0.7885,Beijing
WSOCbb,C22H38O6S,0.303,0.1172,Beijing
WSOCbb,C22H38O7,-0.348,0.0699,Beijing
WSOCbb,C22H38O7S,0.392,0.0389,Beijing
WSOCbb,C22H38O8,-0.184,0.3474,Beijing
WSOCbb,C22H38O8S,0.602,7.00E-04,Beijing
WSOCbb,C22H38O9,-0.303,0.1166,Beijing
WSOCbb,C22H38O9S,0.66,1.00E-04,Beijing
WSOCbb,C22H39N3O17,0.66,1.00E-04,Beijing
WSOCbb,C22H39NO10,0.66,1.00E-04,Beijing
WSOCbb,C22H39NO10S,0.674,1.00E-04,Beijing
WSOCbb,C22H39NO11S,0.622,4.00E-04,Beijing
WSOCbb,C22H39NO12S,0.622,4.00E-04,Beijing
WSOCbb,C22H39NO5S,0.622,4.00E-04,Beijing
WSOCbb,C22H39NO6S,0.622,4.00E-04,Beijing
WSOCbb,C22H39NO7S,0.622,4.00E-04,Beijing
WSOCbb,C22H39NO8,0.622,4.00E-04,Beijing
WSOCbb,C22H39NO8S,0.578,0.0013,Beijing
WSOCbb,C22H39NO9,0.578,0.0013,Beijing
WSOCbb,C22H39NO9S,0.5,0.0068,Beijing
WSOCbb,C22H40O10S,0.791,0,Beijing
WSOCbb,C22H40O11S,0.791,0,Beijing
WSOCbb,C22H40O3,-0.721,0,Beijing
WSOCbb,C22H40O5,-0.721,0,Beijing
WSOCbb,C22H40O5S,0.13,0.5112,Beijing
WSOCbb,C22H40O6,-0.159,0.4178,Beijing
WSOCbb,C22H40O6S,0.424,0.0247,Beijing
WSOCbb,C22H40O7,-0.589,0.001,Beijing
WSOCbb,C22H40O7S,0.567,0.0017,Beijing
WSOCbb,C22H40O8,0.567,0.0017,Beijing
WSOCbb,C22H40O8S,0.692,0,Beijing
WSOCbb,C22H40O9S,0.731,0,Beijing
WSOCbb,C22H41N3O17,0.731,0,Beijing
WSOCbb,C22H41NO10S,0.708,0,Beijing
WSOCbb,C22H41NO11S,0.616,5.00E-04,Beijing
WSOCbb,C22H41NO2,0.616,5.00E-04,Beijing
WSOCbb,C22H41NO5,0.616,5.00E-04,Beijing
WSOCbb,C22H41NO5S,0.616,5.00E-04,Beijing
WSOCbb,C22H41NO6,0.616,5.00E-04,Beijing
WSOCbb,C22H41NO6S,0.616,5.00E-04,Beijing
WSOCbb,C22H41NO8S,0.492,0.0078,Beijing
WSOCbb,C22H41NO9S,0.632,3.00E-04,Beijing
WSOCbb,C22H42O4S,0.632,3.00E-04,Beijing
WSOCbb,C22H42O5,-0.806,0,Beijing
WSOCbb,C22H42O5S,0.032,0.8725,Beijing
WSOCbb,C22H42O6,-0.597,8.00E-04,Beijing
WSOCbb,C22H42O6S,0.385,0.0429,Beijing
WSOCbb,C22H42O7S,0.712,0,Beijing
WSOCbb,C22H42O8S,0.763,0,Beijing
WSOCbb,C22H42O9S,0.829,0,Beijing
WSOCbb,C22H43NO10S,0.829,0,Beijing
WSOCbb,C22H43NO2,0.829,0,Beijing
WSOCbb,C22H43NO4S,0.829,0,Beijing
WSOCbb,C22H43NO5S,0.829,0,Beijing
WSOCbb,C22H43NO6,0.829,0,Beijing
WSOCbb,C22H43NO6S,0.829,0,Beijing
WSOCbb,C22H43NO7S,0.829,0,Beijing
WSOCbb,C22H43NO8S,0.829,0,Beijing
WSOCbb,C22H43NO9S,0.637,3.00E-04,Beijing
WSOCbb,C22H44O3,-0.502,0.0065,Beijing
WSOCbb,C22H44O4,-0.502,0.0065,Beijing
WSOCbb,C22H44O5S,-0.256,0.1883,Beijing
WSOCbb,C22H44O6S,0.451,0.016,Beijing
WSOCbb,C22H44O7S,0.765,0,Beijing
WSOCbb,C22H45NO5S,0.765,0,Beijing
WSOCbb,C22H45NO7S,0.765,0,Beijing
WSOCbb,C22H46O12,0.765,0,Beijing
WSOCbb,C22H46O4S,0.765,0,Beijing
WSOCbb,C22H46O5S,0.765,0,Beijing
WSOCbb,C22H8N4O,0.765,0,Beijing
WSOCbb,C23H10N2O3S,0.765,0,Beijing
WSOCbb,C23H12N2,0.765,0,Beijing
WSOCbb,C23H12N2O2S,-0.828,0,Beijing
WSOCbb,C23H12O8,0.633,3.00E-04,Beijing
WSOCbb,C23H14N2O7,0.633,3.00E-04,Beijing
WSOCbb,C23H14O3,-0.592,9.00E-04,Beijing
WSOCbb,C23H14O5,-0.379,0.0467,Beijing
WSOCbb,C23H14O6,-0.784,0,Beijing
WSOCbb,C23H14O7,0.518,0.0047,Beijing
WSOCbb,C23H14O8,0.553,0.0023,Beijing
WSOCbb,C23H14O9,0.734,0,Beijing
WSOCbb,C23H15NO4,0.734,0,Beijing
WSOCbb,C23H15NO5,-0.498,0.007,Beijing
WSOCbb,C23H15NO6,-0.377,0.0482,Beijing
WSOCbb,C23H15NO7,-0.028,0.8879,Beijing
WSOCbb,C23H15NO8,0.484,0.0091,Beijing
WSOCbb,C23H15NO9,0.624,4.00E-04,Beijing
WSOCbb,C23H16N2O5,-0.135,0.4949,Beijing
WSOCbb,C23H16O10,0.749,0,Beijing
WSOCbb,C23H16O3,-0.768,0,Beijing
WSOCbb,C23H16O4,-0.768,0,Beijing
WSOCbb,C23H16O5S,-0.768,0,Beijing
WSOCbb,C23H16O6S,-0.768,0,Beijing
WSOCbb,C23H16O7,0.306,0.1137,Beijing
WSOCbb,C23H16O7S,0.306,0.1137,Beijing
WSOCbb,C23H16O8,0.475,0.0106,Beijing
WSOCbb,C23H16O8S,0.475,0.0106,Beijing
WSOCbb,C23H16O9,0.653,2.00E-04,Beijing
WSOCbb,C23H16O9S,0.653,2.00E-04,Beijing
WSOCbb,C23H17N3O3,0.653,2.00E-04,Beijing
WSOCbb,C23H17NO10,0.731,0,Beijing
WSOCbb,C23H17NO3,0.731,0,Beijing
WSOCbb,C23H17NO4,0.731,0,Beijing
WSOCbb,C23H17NO5,-0.495,0.0074,Beijing
WSOCbb,C23H17NO5S,-0.495,0.0074,Beijing
WSOCbb,C23H17NO6,-0.631,3.00E-04,Beijing
WSOCbb,C23H17NO6S,-0.631,3.00E-04,Beijing
WSOCbb,C23H17NO7,-0.352,0.0658,Beijing
WSOCbb,C23H17NO7S,-0.352,0.0658,Beijing
WSOCbb,C23H17NO8,0.255,0.1912,Beijing
WSOCbb,C23H17NO8S,0.255,0.1912,Beijing
WSOCbb,C23H17NO9,0.598,8.00E-04,Beijing
WSOCbb,C23H18N2O6,0.038,0.8493,Beijing
WSOCbb,C23H18N2O7,0.133,0.5002,Beijing
WSOCbb,C23H18N2O8,0.409,0.0308,Beijing
WSOCbb,C23H18O10,0.771,0,Beijing
WSOCbb,C23H18O11,0.699,0,Beijing
WSOCbb,C23H18O2,0.699,0,Beijing
WSOCbb,C23H18O3,-0.88,0,Beijing
WSOCbb,C23H18O4,-0.804,0,Beijing
WSOCbb,C23H18O5,-0.804,0,Beijing
WSOCbb,C23H18O5S,-0.804,0,Beijing
WSOCbb,C23H18O6,-0.478,0.0101,Beijing
WSOCbb,C23H18O6S,-0.478,0.0101,Beijing
WSOCbb,C23H18O7,-0.036,0.8574,Beijing
WSOCbb,C23H18O7S,0.194,0.3234,Beijing
WSOCbb,C23H18O8,0.448,0.0167,Beijing
WSOCbb,C23H18O8S,0.412,0.0295,Beijing
WSOCbb,C23H18O9,0.591,9.00E-04,Beijing
WSOCbb,C23H18O9S,0.543,0.0028,Beijing
WSOCbb,C23H19NO10,0.588,0.001,Beijing
WSOCbb,C23H19NO11,0.691,0,Beijing
WSOCbb,C23H19NO12,0.691,0,Beijing
WSOCbb,C23H19NO4S,0.691,0,Beijing
WSOCbb,C23H19NO5S,0.691,0,Beijing
WSOCbb,C23H19NO6,-0.703,0,Beijing
WSOCbb,C23H19NO6S,-0.703,0,Beijing
WSOCbb,C23H19NO7,-0.558,0.002,Beijing
WSOCbb,C23H19NO7S,-0.558,0.002,Beijing
WSOCbb,C23H19NO8,0.088,0.6577,Beijing
WSOCbb,C23H19NO8S,0.088,0.6577,Beijing
WSOCbb,C23H19NO9,0.61,6.00E-04,Beijing
WSOCbb,C23H19NO9S,0.61,6.00E-04,Beijing
WSOCbb,C23H20N2O5,-0.147,0.4569,Beijing
WSOCbb,C23H20N2O6,-0.262,0.1786,Beijing
WSOCbb,C23H20N2O7,-0.033,0.8665,Beijing
WSOCbb,C23H20N2O8,0.585,0.0011,Beijing
WSOCbb,C23H20N2O9,0.589,0.001,Beijing
WSOCbb,C23H20O10,0.71,0,Beijing
WSOCbb,C23H20O10S,0.666,1.00E-04,Beijing
WSOCbb,C23H20O11,0.527,0.004,Beijing
WSOCbb,C23H20O11S,0.527,0.004,Beijing
WSOCbb,C23H20O2,0.527,0.004,Beijing
WSOCbb,C23H20O4,0.527,0.004,Beijing
WSOCbb,C23H20O4S,0.527,0.004,Beijing
WSOCbb,C23H20O5,-0.725,0,Beijing
WSOCbb,C23H20O5S,-0.725,0,Beijing
WSOCbb,C23H20O6S,-0.725,0,Beijing
WSOCbb,C23H20O7,-0.183,0.3503,Beijing
WSOCbb,C23H20O7S,0.092,0.643,Beijing
WSOCbb,C23H20O8,0.502,0.0064,Beijing
WSOCbb,C23H20O8S,0.038,0.848,Beijing
WSOCbb,C23H20O9,0.146,0.4595,Beijing
WSOCbb,C23H20O9S,0.527,0.0039,Beijing
WSOCbb,C23H21NO10,0.556,0.0021,Beijing
WSOCbb,C23H21NO10S,0.556,0.0021,Beijing
WSOCbb,C23H21NO11,0.411,0.0297,Beijing
WSOCbb,C23H21NO11S,0.411,0.0297,Beijing
WSOCbb,C23H21NO12,0.411,0.0297,Beijing
WSOCbb,C23H21NO4,-0.749,0,Beijing
WSOCbb,C23H21NO4S,-0.749,0,Beijing
WSOCbb,C23H21NO5S,-0.749,0,Beijing
WSOCbb,C23H21NO6,-0.726,0,Beijing
WSOCbb,C23H21NO6S,-0.726,0,Beijing
WSOCbb,C23H21NO7,-0.557,0.0021,Beijing
WSOCbb,C23H21NO7S,-0.557,0.0021,Beijing
WSOCbb,C23H21NO8,-0.227,0.2451,Beijing
WSOCbb,C23H21NO8S,-0.227,0.2451,Beijing
WSOCbb,C23H21NO9,0.485,0.0088,Beijing
WSOCbb,C23H21NO9S,0.485,0.0088,Beijing
WSOCbb,C23H22N2O10,0.485,0.0088,Beijing
WSOCbb,C23H22N2O5,0.485,0.0088,Beijing
WSOCbb,C23H22N2O6,0.077,0.6969,Beijing
WSOCbb,C23H22N2O7,0.153,0.4365,Beijing
WSOCbb,C23H22N2O7S,0.153,0.4365,Beijing
WSOCbb,C23H22N2O8,0.409,0.0305,Beijing
WSOCbb,C23H22N2O8S,0.409,0.0305,Beijing
WSOCbb,C23H22N2O9,0.299,0.1219,Beijing
WSOCbb,C23H22N2O9S,0.299,0.1219,Beijing
WSOCbb,C23H22O10,-0.111,0.5724,Beijing
WSOCbb,C23H22O10S,0.687,1.00E-04,Beijing
WSOCbb,C23H22O11S,0.687,1.00E-04,Beijing
WSOCbb,C23H22O12,0.687,1.00E-04,Beijing
WSOCbb,C23H22O2,0.687,1.00E-04,Beijing
WSOCbb,C23H22O4S,0.687,1.00E-04,Beijing
WSOCbb,C23H22O5,-0.371,0.0517,Beijing
WSOCbb,C23H22O5S,-0.371,0.0517,Beijing
WSOCbb,C23H22O6,-0.571,0.0015,Beijing
WSOCbb,C23H22O6S,-0.571,0.0015,Beijing
WSOCbb,C23H22O7,-0.208,0.2882,Beijing
WSOCbb,C23H22O7S,0.022,0.9132,Beijing
WSOCbb,C23H22O8,0.286,0.1405,Beijing
WSOCbb,C23H22O8S,0.5,0.0067,Beijing
WSOCbb,C23H22O9,-0.241,0.217,Beijing
WSOCbb,C23H22O9S,0.656,2.00E-04,Beijing
WSOCbb,C23H23NO10,0.24,0.2192,Beijing
WSOCbb,C23H23NO10S,0.24,0.2192,Beijing
WSOCbb,C23H23NO11,0.86,0,Beijing
WSOCbb,C23H23NO11S,0.86,0,Beijing
WSOCbb,C23H23NO12,0.86,0,Beijing
WSOCbb,C23H23NO13,0.86,0,Beijing
WSOCbb,C23H23NO3,0.86,0,Beijing
WSOCbb,C23H23NO4,-0.782,0,Beijing
WSOCbb,C23H23NO4S,-0.782,0,Beijing
WSOCbb,C23H23NO5S,-0.782,0,Beijing
WSOCbb,C23H23NO6,-0.717,0,Beijing
WSOCbb,C23H23NO6S,-0.717,0,Beijing
WSOCbb,C23H23NO7,-0.669,1.00E-04,Beijing
WSOCbb,C23H23NO7S,-0.669,1.00E-04,Beijing
WSOCbb,C23H23NO8,-0.222,0.2569,Beijing
WSOCbb,C23H23NO8S,-0.222,0.2569,Beijing
WSOCbb,C23H23NO9,0.591,9.00E-04,Beijing
WSOCbb,C23H23NO9S,0.591,9.00E-04,Beijing
WSOCbb,C23H24N2O10,0.591,9.00E-04,Beijing
WSOCbb,C23H24N2O10S,0.591,9.00E-04,Beijing
WSOCbb,C23H24N2O11,0.591,9.00E-04,Beijing
WSOCbb,C23H24N2O6,-0.256,0.1889,Beijing
WSOCbb,C23H24N2O7,-0.026,0.8956,Beijing
WSOCbb,C23H24N2O7S,-0.026,0.8956,Beijing
WSOCbb,C23H24N2O8,0.187,0.341,Beijing
WSOCbb,C23H24N2O8S,0.187,0.341,Beijing
WSOCbb,C23H24N2O9,0.407,0.0314,Beijing
WSOCbb,C23H24N2O9S,0.407,0.0314,Beijing
WSOCbb,C23H24N4,-0.515,0.005,Beijing
WSOCbb,C23H24O10,0.001,0.9978,Beijing
WSOCbb,C23H24O10S,0.531,0.0036,Beijing
WSOCbb,C23H24O11,-0.027,0.8911,Beijing
WSOCbb,C23H24O11S,-0.027,0.8911,Beijing
WSOCbb,C23H24O12,0.699,0,Beijing
WSOCbb,C23H24O13,0.699,0,Beijing
WSOCbb,C23H24O3,0.699,0,Beijing
WSOCbb,C23H24O3S2,0.699,0,Beijing
WSOCbb,C23H24O5S,0.699,0,Beijing
WSOCbb,C23H24O6,-0.449,0.0166,Beijing
WSOCbb,C23H24O6S,-0.449,0.0166,Beijing
WSOCbb,C23H24O7,-0.255,0.1912,Beijing
WSOCbb,C23H24O7S,-0.027,0.8911,Beijing
WSOCbb,C23H24O8,0.091,0.6456,Beijing
WSOCbb,C23H24O8S,-0.114,0.5628,Beijing
WSOCbb,C23H24O9,0.141,0.4757,Beijing
WSOCbb,C23H24O9S,0.311,0.1076,Beijing
WSOCbb,C23H25NO10,0.134,0.4981,Beijing
WSOCbb,C23H25NO10S,0.134,0.4981,Beijing
WSOCbb,C23H25NO11,0.695,0,Beijing
WSOCbb,C23H25NO11S,0.695,0,Beijing
WSOCbb,C23H25NO12,0.692,0,Beijing
WSOCbb,C23H25NO13,0.692,0,Beijing
WSOCbb,C23H25NO2S,-0.653,2.00E-04,Beijing
WSOCbb,C23H25NO4S,-0.653,2.00E-04,Beijing
WSOCbb,C23H25NO5,-0.756,0,Beijing
WSOCbb,C23H25NO5S,-0.756,0,Beijing
WSOCbb,C23H25NO6,-0.778,0,Beijing
WSOCbb,C23H25NO6S,-0.778,0,Beijing
WSOCbb,C23H25NO7,-0.65,2.00E-04,Beijing
WSOCbb,C23H25NO7S,-0.65,2.00E-04,Beijing
WSOCbb,C23H25NO8,-0.354,0.0645,Beijing
WSOCbb,C23H25NO8S,-0.354,0.0645,Beijing
WSOCbb,C23H25NO9,0.006,0.9757,Beijing
WSOCbb,C23H25NO9S,0.006,0.9757,Beijing
WSOCbb,C23H25NOS,0.006,0.9757,Beijing
WSOCbb,C23H26N2O10,0.006,0.9757,Beijing
WSOCbb,C23H26N2O10S,0.006,0.9757,Beijing
WSOCbb,C23H26N2O5,0.006,0.9757,Beijing
WSOCbb,C23H26N2O6,-0.095,0.6308,Beijing
WSOCbb,C23H26N2O7,-0.103,0.6011,Beijing
WSOCbb,C23H26N2O7S,-0.103,0.6011,Beijing
WSOCbb,C23H26N2O8,0.088,0.6573,Beijing
WSOCbb,C23H26N2O8S,0.088,0.6573,Beijing
WSOCbb,C23H26N2O9,0.442,0.0185,Beijing
WSOCbb,C23H26N2O9S,0.442,0.0185,Beijing
WSOCbb,C23H26O10,0.062,0.755,Beijing
WSOCbb,C23H26O10S,0.062,0.755,Beijing
WSOCbb,C23H26O11,0.558,0.002,Beijing
WSOCbb,C23H26O11S,0.558,0.002,Beijing
WSOCbb,C23H26O12,0.558,0.002,Beijing
WSOCbb,C23H26O13,0.558,0.002,Beijing
WSOCbb,C23H26O2,0.558,0.002,Beijing
WSOCbb,C23H26O4,-0.285,0.1419,Beijing
WSOCbb,C23H26O5,-0.285,0.1419,Beijing
WSOCbb,C23H26O5S,-0.285,0.1419,Beijing
WSOCbb,C23H26O6,-0.572,0.0015,Beijing
WSOCbb,C23H26O6S,-0.572,0.0015,Beijing
WSOCbb,C23H26O7,-0.451,0.016,Beijing
WSOCbb,C23H26O7S,-0.835,0,Beijing
WSOCbb,C23H26O8,-0.413,0.0291,Beijing
WSOCbb,C23H26O8S,0.486,0.0087,Beijing
WSOCbb,C23H26O9,-0.465,0.0127,Beijing
WSOCbb,C23H26O9S,0.788,0,Beijing
WSOCbb,C23H26OS,0.788,0,Beijing
WSOCbb,C23H27N3OS,0.788,0,Beijing
WSOCbb,C23H27NO10,-0.082,0.6799,Beijing
WSOCbb,C23H27NO10S,-0.082,0.6799,Beijing
WSOCbb,C23H27NO11,0.617,5.00E-04,Beijing
WSOCbb,C23H27NO11S,0.617,5.00E-04,Beijing
WSOCbb,C23H27NO12,0.617,5.00E-04,Beijing
WSOCbb,C23H27NO13,0.617,5.00E-04,Beijing
WSOCbb,C23H27NO4,0.617,5.00E-04,Beijing
WSOCbb,C23H27NO4S,0.617,5.00E-04,Beijing
WSOCbb,C23H27NO5,0.617,5.00E-04,Beijing
WSOCbb,C23H27NO5S,0.617,5.00E-04,Beijing
WSOCbb,C23H27NO6,-0.778,0,Beijing
WSOCbb,C23H27NO6S,-0.778,0,Beijing
WSOCbb,C23H27NO7,-0.778,0,Beijing
WSOCbb,C23H27NO7S,-0.778,0,Beijing
WSOCbb,C23H27NO8,-0.39,0.0404,Beijing
WSOCbb,C23H27NO8S,-0.39,0.0404,Beijing
WSOCbb,C23H27NO9,-0.05,0.7991,Beijing
WSOCbb,C23H27NO9S,-0.05,0.7991,Beijing
WSOCbb,C23H28N2O5,-0.05,0.7991,Beijing
WSOCbb,C23H28N2O6,-0.05,0.7991,Beijing
WSOCbb,C23H28N2O7,0.113,0.5685,Beijing
WSOCbb,C23H28N2O7S,0.113,0.5685,Beijing
WSOCbb,C23H28N2O8,0.113,0.5685,Beijing
WSOCbb,C23H28N2O8S,0.113,0.5685,Beijing
WSOCbb,C23H28N2O9,0.113,0.5685,Beijing
WSOCbb,C23H28O10,-0.032,0.8726,Beijing
WSOCbb,C23H28O10S,-0.032,0.8726,Beijing
WSOCbb,C23H28O11,0.343,0.0735,Beijing
WSOCbb,C23H28O12,0.343,0.0735,Beijing
WSOCbb,C23H28O3,0.343,0.0735,Beijing
WSOCbb,C23H28O5,0.343,0.0735,Beijing
WSOCbb,C23H28O5S,0.343,0.0735,Beijing
WSOCbb,C23H28O6,-0.579,0.0013,Beijing
WSOCbb,C23H28O6S,-0.579,0.0013,Beijing
WSOCbb,C23H28O7,-0.604,7.00E-04,Beijing
WSOCbb,C23H28O7S,-0.604,7.00E-04,Beijing
WSOCbb,C23H28O8,-0.496,0.0073,Beijing
WSOCbb,C23H28O8S,-0.189,0.3348,Beijing
WSOCbb,C23H28O9,-0.164,0.4053,Beijing
WSOCbb,C23H28O9S,0.726,0,Beijing
WSOCbb,C23H28OS,0.726,0,Beijing
WSOCbb,C23H29N3O7,0.726,0,Beijing
WSOCbb,C23H29N3OS,0.726,0,Beijing
WSOCbb,C23H29NO10,0.059,0.765,Beijing
WSOCbb,C23H29NO10S,0.059,0.765,Beijing
WSOCbb,C23H29NO11,0.6,7.00E-04,Beijing
WSOCbb,C23H29NO12,0.6,7.00E-04,Beijing
WSOCbb,C23H29NO4,0.6,7.00E-04,Beijing
WSOCbb,C23H29NO4S,0.6,7.00E-04,Beijing
WSOCbb,C23H29NO5,-0.541,0.003,Beijing
WSOCbb,C23H29NO5S,-0.541,0.003,Beijing
WSOCbb,C23H29NO6,-0.737,0,Beijing
WSOCbb,C23H29NO6S,-0.737,0,Beijing
WSOCbb,C23H29NO7,-0.639,2.00E-04,Beijing
WSOCbb,C23H29NO7S,-0.639,2.00E-04,Beijing
WSOCbb,C23H29NO8,-0.368,0.0541,Beijing
WSOCbb,C23H29NO8S,-0.368,0.0541,Beijing
WSOCbb,C23H29NO9,-0.25,0.2002,Beijing
WSOCbb,C23H29NO9S,-0.25,0.2002,Beijing
WSOCbb,C23H30N2O6,-0.25,0.2002,Beijing
WSOCbb,C23H30N2O7,-0.25,0.2002,Beijing
WSOCbb,C23H30N2O7S,-0.25,0.2002,Beijing
WSOCbb,C23H30N2O8,-0.25,0.2002,Beijing
WSOCbb,C23H30N2O9,-0.25,0.2002,Beijing
WSOCbb,C23H30O10,-0.354,0.0645,Beijing
WSOCbb,C23H30O10S,-0.354,0.0645,Beijing
WSOCbb,C23H30O11,0.442,0.0184,Beijing
WSOCbb,C23H30O11S,0.442,0.0184,Beijing
WSOCbb,C23H30O5S,0.442,0.0184,Beijing
WSOCbb,C23H30O6S,0.442,0.0184,Beijing
WSOCbb,C23H30O7,-0.616,5.00E-04,Beijing
WSOCbb,C23H30O7S,-0.616,5.00E-04,Beijing
WSOCbb,C23H30O8,-0.426,0.0237,Beijing
WSOCbb,C23H30O8S,0.361,0.0589,Beijing
WSOCbb,C23H30O9,-0.153,0.4362,Beijing
WSOCbb,C23H30O9S,0.603,7.00E-04,Beijing
WSOCbb,C23H30S,0.603,7.00E-04,Beijing
WSOCbb,C23H31NO10,0.38,0.0458,Beijing
WSOCbb,C23H31NO11,0.38,0.0458,Beijing
WSOCbb,C23H31NO12,0.38,0.0458,Beijing
WSOCbb,C23H31NO12S,0.38,0.0458,Beijing
WSOCbb,C23H31NO5,-0.417,0.0271,Beijing
WSOCbb,C23H31NO5S,-0.417,0.0271,Beijing
WSOCbb,C23H31NO6,-0.726,0,Beijing
WSOCbb,C23H31NO6S,-0.726,0,Beijing
WSOCbb,C23H31NO7,-0.768,0,Beijing
WSOCbb,C23H31NO7S,-0.768,0,Beijing
WSOCbb,C23H31NO8,-0.354,0.0645,Beijing
WSOCbb,C23H31NO8S,-0.354,0.0645,Beijing
WSOCbb,C23H31NO9,-0.021,0.9152,Beijing
WSOCbb,C23H31NO9S,-0.021,0.9152,Beijing
WSOCbb,C23H32N2O6,-0.021,0.9152,Beijing
WSOCbb,C23H32N2O7,-0.021,0.9152,Beijing
WSOCbb,C23H32N2O7S,-0.021,0.9152,Beijing
WSOCbb,C23H32N2O8,-0.021,0.9152,Beijing
WSOCbb,C23H32N2O8S,-0.021,0.9152,Beijing
WSOCbb,C23H32O10,-0.317,0.1006,Beijing
WSOCbb,C23H32O10S,-0.317,0.1006,Beijing
WSOCbb,C23H32O11,-0.344,0.0729,Beijing
WSOCbb,C23H32O11S,-0.344,0.0729,Beijing
WSOCbb,C23H32O12,-0.344,0.0729,Beijing
WSOCbb,C23H32O4,-0.344,0.0729,Beijing
WSOCbb,C23H32O4S,-0.344,0.0729,Beijing
WSOCbb,C23H32O6S,-0.344,0.0729,Beijing
WSOCbb,C23H32O7,-0.344,0.0729,Beijing
WSOCbb,C23H32O7S,-0.344,0.0729,Beijing
WSOCbb,C23H32O7S2,0.098,0.6181,Beijing
WSOCbb,C23H32O8,-0.328,0.0885,Beijing
WSOCbb,C23H32O8S,0.251,0.1983,Beijing
WSOCbb,C23H32O9,-0.264,0.174,Beijing
WSOCbb,C23H32O9S,0.53,0.0037,Beijing
WSOCbb,C23H33NO10,0.483,0.0092,Beijing
WSOCbb,C23H33NO11,0.483,0.0092,Beijing
WSOCbb,C23H33NO11S,0.483,0.0092,Beijing
WSOCbb,C23H33NO12,0.483,0.0092,Beijing
WSOCbb,C23H33NO13,0.483,0.0092,Beijing
WSOCbb,C23H33NO5,0.483,0.0092,Beijing
WSOCbb,C23H33NO5S,0.483,0.0092,Beijing
WSOCbb,C23H33NO6,-0.267,0.1688,Beijing
WSOCbb,C23H33NO6S,-0.267,0.1688,Beijing
WSOCbb,C23H33NO7,-0.539,0.0031,Beijing
WSOCbb,C23H33NO7S,-0.539,0.0031,Beijing
WSOCbb,C23H33NO8,-0.065,0.7418,Beijing
WSOCbb,C23H33NO8S,-0.065,0.7418,Beijing
WSOCbb,C23H33NO9,-0.025,0.8998,Beijing
